Id,GrLivArea,BedroomAbvGr,FullBath,HalfBath,BsmtFullBath,GarageArea,GarageCars,YearBuilt,YearRemodAdd,OverallQual,OverallCond,LotArea,TotalBsmtSF,Neighborhood,BldgType,SaleCondition,SalePrice
964,1479,1,1,1,0.0,495.0,2,1978,1995,1,7,10107,2749.0,StoneBr,2FmCon,Normal,396239
965,4771,4,4,0,0.0,11.0,0,2006,2026,4,1,19837,69.0,CollgCr,TwnhsI,Partial,621430
966,3147,3,1,0,0.0,694.0,3,1997,2001,4,7,17567,1650.0,SawyerW,TwnhsI,Alloca,496110
967,3207,2,1,0,1.0,611.0,3,1987,2014,10,2,16184,506.0,NWAmes,1Fam,Family,518606
968,1926,2,2,0,1.0,409.0,2,1929,1953,4,2,15096,2306.0,CollgCr,TwnhsE,AdjLand,396864
969,4642,4,1,1,0.0,490.0,2,1949,1963,1,5,1580,1134.0,Somerst,TwnhsE,Alloca,544253
970,662,4,3,1,0.0,494.0,2,2006,2032,9,3,19519,880.0,NWAmes,TwnhsE,Abnorml,391544
971,1844,4,3,0,1.0,89.0,0,1975,1979,3,9,15100,173.0,Gilbert,TwnhsI,Family,336362
972,2382,1,2,1,1.0,477.0,2,1934,1942,10,2,17937,2371.0,SawyerW,2FmCon,AdjLand,473002
973,2647,3,3,0,0.0,49.0,0,1940,1941,8,2,18314,1189.0,Crawfor,TwnhsI,Normal,481961
974,2633,5,3,0,1.0,410.0,2,1995,1999,9,7,6209,792.0,NAmes,TwnhsE,Normal,435078
975,1165,1,3,0,0.0,259.0,1,1921,1946,9,3,1755,2532.0,NWAmes,1Fam,Abnorml,353295
976,1515,3,3,1,0.0,451.0,2,1913,1925,2,7,13692,58.0,NoRidge,Duplx,Normal,381650
977,928,3,3,0,1.0,673.0,3,1994,2013,7,7,9991,1406.0,Veenker,1Fam,Abnorml,392982
978,3076,5,1,1,1.0,3.0,0,1935,1961,5,2,1880,482.0,NWAmes,TwnhsI,Family,366054
979,2078,2,4,0,1.0,407.0,2,1994,2016,7,6,6509,380.0,NridgHt,TwnhsE,Abnorml,527779
980,3045,3,3,0,1.0,,1,1965,1976,8,5,19835,64.0,Gilbert,TwnhsI,AdjLand,482441
981,3153,4,4,1,1.0,285.0,1,2022,2032,6,1,8222,561.0,Somerst,TwnhsE,Family,521861
982,3659,1,4,1,1.0,493.0,2,1964,1967,4,7,6328,2841.0,Timber,2FmCon,Abnorml,615458
983,2961,5,1,0,1.0,656.0,3,2006,2030,10,8,13609,1336.0,CollgCr,Duplx,Alloca,534991
984,3415,5,2,0,1.0,36.0,0,2004,2033,7,9,13798,2999.0,Mitchel,TwnhsI,Partial,521447
985,3142,4,1,1,0.0,647.0,3,1926,1941,9,1,7643,801.0,Mitchel,1Fam,Abnorml,462707
986,3435,4,1,1,1.0,650.0,3,2022,2036,3,2,17209,2286.0,ClearCr,TwnhsI,Family,565837
987,3274,4,4,0,1.0,461.0,2,1991,2016,9,8,12235,268.0,NoRidge,Duplx,AdjLand,781121
988,1922,4,4,0,1.0,422.0,2,1913,1923,4,3,4468,324.0,Mitchel,Duplx,Partial,307499
989,1608,5,4,0,1.0,238.0,1,1900,1912,5,6,7512,49.0,Mitchel,TwnhsE,Alloca,290054
990,4043,3,4,0,1.0,54.0,0,1933,1959,9,4,17185,2696.0,Blmngtn,1Fam,Family,625480
991,2042,3,3,1,0.0,485.0,2,1901,1912,4,2,3152,2014.0,Blmngtn,1Fam,Alloca,367722
992,2971,4,2,0,0.0,680.0,3,1943,1970,3,6,1726,2231.0,Crawfor,1Fam,Family,505333
993,1386,1,4,1,1.0,75.0,0,2022,2026,10,2,13645,2782.0,NoRidge,TwnhsE,Abnorml,622583
994,2441,5,2,1,1.0,421.0,2,1958,1972,10,2,9676,996.0,StoneBr,1Fam,Partial,625700
995,2883,4,3,0,1.0,440.0,2,1902,1916,4,5,6177,2167.0,StoneBr,TwnhsE,Abnorml,602771
996,3317,4,1,1,1.0,655.0,3,1960,1969,4,2,10232,1506.0,Mitchel,1Fam,Alloca,490228
997,2868,2,3,1,1.0,296.0,1,1926,1954,3,2,4896,1627.0,NoRidge,TwnhsE,Alloca,574436
998,2122,2,3,0,0.0,235.0,1,2005,2019,1,8,8420,1985.0,CollgCr,TwnhsI,AdjLand,406108
999,4827,3,3,0,0.0,291.0,1,1911,1937,6,5,5827,1409.0,Somerst,Duplx,AdjLand,656692
1000,2807,4,2,0,0.0,674.0,3,1994,2000,3,5,12348,72.0,NoRidge,2FmCon,Alloca,617002
1001,4137,4,1,0,0.0,663.0,3,1954,1964,9,2,13962,225.0,Mitchel,Duplx,Abnorml,557095
1002,3815,4,1,0,0.0,270.0,1,1902,1916,2,2,18424,1504.0,NoRidge,TwnhsE,Partial,660567
1003,3012,5,3,1,1.0,679.0,3,1982,1998,7,4,2753,1709.0,SawyerW,TwnhsE,Alloca,502307
1004,4488,5,3,0,0.0,469.0,2,1955,1961,6,4,7549,2197.0,NWAmes,TwnhsE,Normal,598478
1005,1077,4,3,0,1.0,267.0,1,1994,2003,7,5,6392,1716.0,NWAmes,Duplx,Family,311560
1006,4644,2,4,1,0.0,,0,1976,1994,2,2,12216,564.0,StoneBr,TwnhsE,Abnorml,709253
1007,4326,3,2,0,0.0,442.0,2,1996,2004,5,9,11362,1100.0,Mitchel,2FmCon,Alloca,527695
1008,2766,3,3,0,0.0,459.0,2,1956,1978,7,4,17733,1331.0,CollgCr,2FmCon,AdjLand,517077
1009,3800,4,3,0,1.0,684.0,3,1900,1914,4,8,18501,2951.0,ClearCr,TwnhsI,Family,644876
1010,2841,5,1,1,1.0,465.0,2,1916,1945,9,4,15800,1597.0,Gilbert,Duplx,Alloca,511423
1011,1709,2,3,1,1.0,98.0,0,1956,1963,6,5,5179,1904.0,Somerst,TwnhsI,AdjLand,360240
1012,4099,3,1,1,1.0,468.0,2,1948,1973,4,2,2253,2206.0,Veenker,TwnhsE,Alloca,600486
1013,1606,1,3,1,1.0,440.0,2,1997,2011,1,7,18134,1086.0,Veenker,Duplx,Partial,370140
1014,1915,4,4,0,1.0,257.0,1,1950,1952,2,1,18941,2893.0,CollgCr,Duplx,AdjLand,441339
1015,2836,3,3,0,1.0,262.0,1,2005,2026,5,7,6132,2024.0,Blmngtn,TwnhsE,Family,451822
1016,4268,3,4,1,0.0,686.0,3,1923,1929,5,8,2362,2544.0,Timber,1Fam,Normal,679507
1017,2227,3,1,0,0.0,425.0,2,1947,1951,9,4,14091,2247.0,Timber,Duplx,Partial,534166
1018,2723,2,2,1,1.0,424.0,2,1993,2008,8,8,12392,,NAmes,TwnhsE,Normal,465051
1019,687,3,3,1,0.0,220.0,1,1915,1938,2,7,17943,92.0,Crawfor,1Fam,AdjLand,225521
1020,1021,4,3,1,,205.0,1,1939,1946,6,1,12144,1750.0,SawyerW,1Fam,Alloca,302870
1021,751,2,4,0,1.0,467.0,2,1992,2010,5,2,15566,388.0,Veenker,1Fam,Normal,314173
1022,824,1,2,1,0.0,696.0,3,1972,1972,2,6,16048,1809.0,Veenker,Duplx,AdjLand,315027
1023,4408,2,3,0,1.0,461.0,2,1995,2000,7,7,1681,2104.0,Veenker,2FmCon,Partial,654686
1024,4288,1,2,0,1.0,406.0,2,1963,1985,6,1,4246,1635.0,Crawfor,Duplx,Alloca,581156
1025,4198,2,4,1,1.0,36.0,0,2005,2005,1,7,15930,925.0,NWAmes,1Fam,Abnorml,528239
1026,750,4,1,0,1.0,690.0,3,2007,2017,5,8,4818,178.0,Crawfor,2FmCon,Normal,260109
1027,849,1,1,0,1.0,,0,2019,2034,8,1,5313,2013.0,Veenker,1Fam,Normal,315004
1028,1762,4,1,1,1.0,661.0,3,1915,1916,4,8,15413,2094.0,NAmes,TwnhsI,Partial,343992
1029,3043,2,3,0,0.0,244.0,1,1972,2001,4,5,5283,1433.0,CollgCr,Duplx,Partial,467555
1030,2003,5,1,0,1.0,691.0,3,1914,1929,2,6,4265,2149.0,Somerst,1Fam,Family,386439
1031,2694,4,2,0,0.0,651.0,3,1928,1938,3,1,1749,2337.0,NoRidge,Duplx,Partial,591935
1032,1278,2,3,1,1.0,656.0,3,1936,1965,10,6,10184,1537.0,CollgCr,TwnhsI,Abnorml,391516
1033,3788,3,2,1,0.0,672.0,3,1979,1995,7,5,13280,143.0,Blmngtn,TwnhsI,Alloca,536534
1034,1912,1,1,1,1.0,482.0,2,1953,1973,2,4,15035,2611.0,Mitchel,TwnhsI,Normal,347777
1035,799,1,1,0,0.0,651.0,3,2006,2008,5,8,18253,1400.0,Timber,Duplx,Partial,346974
1036,3842,5,1,0,1.0,72.0,0,1936,1940,2,3,13547,2017.0,StoneBr,2FmCon,AdjLand,649867
1037,4562,5,4,0,0.0,80.0,0,1975,1976,5,1,15494,2732.0,NAmes,2FmCon,Abnorml,613869
1038,566,1,2,0,0.0,452.0,2,1993,2008,2,5,5396,1087.0,CollgCr,2FmCon,AdjLand,240154
1039,2465,2,4,0,0.0,671.0,3,2020,2045,7,7,7798,1865.0,NoRidge,TwnhsI,Partial,660220
1040,4222,1,1,0,0.0,636.0,3,1930,1957,6,2,7123,59.0,NridgHt,1Fam,Family,704585
1041,3677,2,2,1,1.0,435.0,2,1990,2007,7,9,2703,2655.0,Crawfor,TwnhsI,Abnorml,581550
1042,4354,2,1,1,1.0,400.0,2,1910,1911,5,7,19426,177.0,Blmngtn,TwnhsI,Family,544417
1043,2368,2,2,0,0.0,466.0,2,1966,1984,3,9,5963,1623.0,Timber,TwnhsI,AdjLand,436493
1044,2175,3,2,0,1.0,625.0,3,1950,1969,3,5,9800,1055.0,Somerst,TwnhsE,Alloca,391426
1045,3691,1,3,0,1.0,681.0,3,2017,2034,3,2,8103,107.0,NWAmes,TwnhsI,Abnorml,509877
1046,1191,5,2,0,0.0,95.0,0,1995,2016,5,2,2322,1386.0,NAmes,1Fam,Normal,270097
1047,1577,4,3,0,1.0,487.0,2,2014,2030,5,5,18211,2806.0,Crawfor,TwnhsI,Alloca,456046
1048,3203,4,3,1,0.0,227.0,1,2004,2025,7,6,5562,500.0,ClearCr,Duplx,Partial,504613
1049,3508,1,2,0,0.0,665.0,3,1950,1964,1,7,3357,876.0,Somerst,TwnhsI,Abnorml,441651
1050,1038,4,4,1,0.0,,2,1990,1994,3,8,7835,567.0,StoneBr,1Fam,Family,377428
1051,2787,5,2,0,0.0,650.0,3,1903,1905,9,7,4159,374.0,NoRidge,TwnhsI,Abnorml,637278
1052,2142,1,1,1,0.0,250.0,1,1968,1995,10,6,19990,690.0,SawyerW,Duplx,Partial,383269
1053,2757,4,4,1,0.0,443.0,2,1905,1918,10,1,4996,1715.0,NoRidge,1Fam,Alloca,708936
1054,4812,2,4,1,0.0,30.0,0,1989,1998,4,5,7099,2341.0,SawyerW,Duplx,Family,607230
1055,844,4,1,1,0.0,657.0,3,2018,2026,2,8,6517,2070.0,Timber,1Fam,Family,329854
1056,4979,3,4,0,1.0,99.0,0,1983,1984,2,8,1988,2313.0,Gilbert,1Fam,AdjLand,593618
1057,2523,5,4,0,1.0,221.0,1,2003,2031,2,8,1738,,NAmes,Duplx,Normal,393741
1058,3974,1,3,1,,604.0,3,1928,1930,10,1,10989,1148.0,NWAmes,TwnhsI,Normal,584579
1059,2410,2,1,1,1.0,605.0,3,2022,2028,9,4,5805,2700.0,Gilbert,1Fam,Alloca,476687
1060,1899,2,3,1,0.0,258.0,1,1967,1980,9,6,3046,517.0,Timber,2FmCon,AdjLand,400925
1061,3967,2,2,0,1.0,226.0,1,1982,1992,8,3,6890,2099.0,CollgCr,2FmCon,Normal,584293
1062,3594,2,3,0,0.0,46.0,0,1994,1995,4,4,6570,332.0,Blmngtn,Duplx,Alloca,460892
1063,1148,2,3,0,1.0,695.0,3,1978,1987,5,1,9345,2296.0,ClearCr,1Fam,Family,377341
1064,3674,1,3,0,1.0,7.0,0,1939,1962,9,2,19859,261.0,NoRidge,TwnhsE,Normal,727959
1065,3888,4,2,0,0.0,17.0,0,1975,1982,9,1,7177,648.0,Mitchel,Duplx,Alloca,477087
1066,2245,3,3,0,0.0,221.0,1,1980,2005,6,9,14535,1173.0,StoneBr,TwnhsI,Partial,554422
1067,4665,5,2,1,0.0,45.0,0,2005,2015,9,8,15716,2083.0,NAmes,2FmCon,Partial,616093
1068,3383,4,1,1,0.0,69.0,0,1959,1959,4,4,2437,136.0,Mitchel,Duplx,Alloca,409780
1069,2001,1,1,0,0.0,418.0,2,1961,1964,5,1,10774,772.0,NoRidge,1Fam,Abnorml,470474
1070,548,1,4,1,1.0,410.0,2,1961,1985,9,4,9800,1000.0,NWAmes,TwnhsI,Normal,297527
1071,3537,3,4,1,0.0,208.0,1,1914,1926,4,4,10892,2193.0,Blmngtn,TwnhsI,Family,563941
1072,1440,3,3,1,1.0,680.0,3,1911,1940,8,2,4675,,Timber,2FmCon,Partial,453498
1073,3904,2,1,1,0.0,402.0,2,1902,1925,5,6,10103,1842.0,SawyerW,Duplx,Abnorml,497092
1074,2862,4,3,1,0.0,62.0,0,1981,1981,3,9,3774,1522.0,NridgHt,TwnhsI,Alloca,549060
1075,2600,3,1,0,0.0,,2,1951,1960,3,8,18997,1008.0,Timber,2FmCon,Abnorml,499544
1076,1236,4,2,0,1.0,410.0,2,2006,2027,7,8,12360,2467.0,NAmes,2FmCon,Alloca,338498
1077,3701,1,2,0,0.0,655.0,3,1986,1987,5,8,2138,321.0,NWAmes,2FmCon,Normal,476299
1078,1246,5,1,1,0.0,28.0,0,1917,1946,4,1,10854,387.0,NridgHt,TwnhsE,AdjLand,328357
1079,2379,2,3,1,0.0,51.0,0,1912,1916,8,5,18637,603.0,StoneBr,2FmCon,Partial,531661
1080,4263,3,2,1,1.0,213.0,1,1945,1968,1,6,15243,804.0,Timber,1Fam,Family,565473
1081,4641,3,2,0,0.0,266.0,1,2013,2038,1,1,6549,,NridgHt,1Fam,AdjLand,759108
1082,4951,5,2,1,0.0,679.0,3,1905,1920,10,2,18007,2839.0,StoneBr,TwnhsI,Family,800000
1083,4811,2,1,1,1.0,400.0,2,1923,1947,7,6,4932,1951.0,CollgCr,TwnhsI,Abnorml,601979
1084,3001,2,2,0,1.0,453.0,2,1903,1929,6,7,6063,1150.0,NoRidge,TwnhsI,Partial,628617
1085,1402,2,2,1,0.0,464.0,2,1950,1972,1,2,4367,634.0,Veenker,2FmCon,Alloca,275312
1086,4275,2,2,1,1.0,600.0,3,2021,2042,6,5,18575,1945.0,Veenker,Duplx,Normal,719790
1087,4107,1,3,1,1.0,272.0,1,1984,1995,5,1,14762,759.0,NAmes,Duplx,Family,510134
1088,4956,1,1,1,1.0,54.0,0,1960,1968,6,1,11082,2928.0,NAmes,Duplx,Alloca,574275
1089,3429,2,1,1,0.0,30.0,0,1917,1943,1,6,13856,1433.0,SawyerW,1Fam,Alloca,362075
1090,1137,3,2,0,1.0,248.0,1,1943,1949,6,6,6288,1652.0,Somerst,Duplx,Abnorml,337514
1091,2763,2,4,1,0.0,468.0,2,1964,1976,6,7,2807,2710.0,Crawfor,1Fam,Alloca,505457
1092,2517,2,2,1,0.0,264.0,1,1933,1948,3,9,17147,916.0,Crawfor,2FmCon,Family,398970
1093,4293,4,1,1,0.0,277.0,1,1986,1997,1,2,19337,1415.0,SawyerW,2FmCon,Abnorml,524642
1094,2266,2,4,0,1.0,203.0,1,2020,2031,10,4,2157,1595.0,NWAmes,TwnhsE,AdjLand,419267
1095,1978,5,2,1,1.0,678.0,3,1925,1942,8,8,2456,813.0,Mitchel,TwnhsI,Normal,372893
1096,860,4,1,0,0.0,603.0,3,1931,1940,7,1,11850,163.0,CollgCr,TwnhsE,Partial,279359
1097,4259,1,3,0,1.0,65.0,0,1915,1944,8,8,2295,851.0,Mitchel,Duplx,Normal,474039
1098,3898,2,2,1,0.0,34.0,0,1989,1994,7,9,14849,337.0,NWAmes,Duplx,AdjLand,509455
1099,685,1,4,0,1.0,6.0,0,1956,1967,2,1,18989,2027.0,NWAmes,Duplx,AdjLand,274004
1100,2452,2,2,0,1.0,668.0,3,1934,1959,5,2,6679,21.0,Blmngtn,1Fam,AdjLand,366948
1101,2658,2,2,1,1.0,255.0,1,1926,1940,9,7,6945,,Somerst,TwnhsI,Alloca,485968
1102,2611,1,2,1,1.0,666.0,3,1908,1929,3,5,17474,2652.0,Blmngtn,TwnhsI,Family,473682
1103,4635,1,1,1,1.0,437.0,2,1958,1977,10,9,8089,1705.0,Somerst,2FmCon,Abnorml,672979
1104,1178,3,2,1,1.0,427.0,2,1984,1993,1,5,5945,2013.0,Blmngtn,1Fam,Abnorml,277652
1105,1878,4,1,0,1.0,262.0,1,1928,1950,4,6,3059,2005.0,Timber,1Fam,Abnorml,351387
1106,1314,2,3,0,1.0,221.0,1,1900,1907,4,3,17037,894.0,NWAmes,TwnhsE,Family,293779
1107,1598,5,3,1,0.0,81.0,0,1958,1980,7,3,18629,1896.0,CollgCr,1Fam,Normal,410257
1108,4581,2,4,0,,468.0,2,1983,1986,2,2,2953,663.0,Gilbert,1Fam,Normal,567513
1109,4733,5,2,0,0.0,299.0,1,1942,1962,3,2,16354,1906.0,Timber,TwnhsE,Normal,686565
1110,700,2,1,0,1.0,202.0,1,1930,1933,7,2,4458,2049.0,NWAmes,1Fam,Alloca,238143
1111,3344,3,2,0,1.0,58.0,0,1918,1944,3,9,4068,2628.0,SawyerW,1Fam,AdjLand,435344
1112,1547,4,3,0,1.0,655.0,3,1991,2009,9,1,8548,2758.0,StoneBr,1Fam,Family,576195
1113,1366,1,4,1,1.0,685.0,3,2005,2006,9,5,9578,71.0,Somerst,TwnhsE,Abnorml,401143
1114,1814,5,1,1,1.0,242.0,1,1994,1997,4,5,17300,897.0,Gilbert,2FmCon,Partial,380009
1115,1374,2,1,1,1.0,493.0,2,1963,1968,6,1,14445,1641.0,Mitchel,2FmCon,AdjLand,322923
1116,2705,3,1,0,0.0,623.0,3,1989,2017,4,8,4174,964.0,NWAmes,TwnhsE,Normal,413209
1117,4980,4,1,1,0.0,485.0,2,1948,1965,4,5,12305,1855.0,Crawfor,1Fam,Family,669943
1118,3139,4,2,1,1.0,452.0,2,1903,1911,7,2,17695,2562.0,Veenker,Duplx,Alloca,579025
1119,3754,1,4,1,0.0,294.0,1,1945,1953,3,2,13748,774.0,Mitchel,Duplx,Normal,462163
1120,2719,5,1,0,,421.0,2,1986,1986,2,7,5750,2680.0,Mitchel,TwnhsE,Family,412767
1121,562,4,3,1,1.0,426.0,2,1979,1985,3,6,3883,2646.0,Mitchel,TwnhsE,Partial,279855
1122,878,5,3,0,1.0,456.0,2,2021,2046,10,4,9871,2742.0,Veenker,TwnhsE,Partial,471211
1123,1709,3,3,1,1.0,455.0,2,2022,2039,3,4,10235,220.0,ClearCr,2FmCon,Family,358366
1124,1596,4,3,1,0.0,414.0,2,1929,1940,4,1,8025,879.0,Timber,1Fam,AdjLand,390816
1125,4282,3,1,0,0.0,65.0,0,1901,1901,7,1,3521,372.0,NAmes,Duplx,Abnorml,438191
1126,4296,5,3,0,0.0,640.0,3,1933,1943,2,5,3685,,Mitchel,1Fam,Alloca,503130
1127,4343,5,1,0,1.0,615.0,3,2007,2018,3,4,11286,159.0,StoneBr,Duplx,Alloca,726442
1128,3369,5,2,1,,51.0,0,2000,2003,2,3,18969,1319.0,Timber,TwnhsE,Abnorml,566878
1129,3002,3,3,0,1.0,269.0,1,1912,1930,10,4,12561,261.0,CollgCr,TwnhsI,Alloca,485130
1130,3421,4,3,1,0.0,603.0,3,1919,1938,10,6,9606,,ClearCr,TwnhsE,AdjLand,615189
1131,2330,2,2,1,0.0,292.0,1,1969,1998,8,3,18728,2944.0,ClearCr,TwnhsI,Abnorml,541484
1132,3515,3,2,1,1.0,661.0,3,1981,1991,3,4,14271,2651.0,Somerst,Duplx,Partial,609470
1133,4074,4,2,0,0.0,626.0,3,2020,2028,7,3,14781,,Gilbert,Duplx,Family,689226
1134,3933,1,1,0,0.0,675.0,3,1992,2016,7,6,12142,109.0,Mitchel,2FmCon,Abnorml,470882
1135,3262,4,3,1,0.0,84.0,0,1926,1936,9,1,15613,1982.0,Mitchel,TwnhsE,Alloca,481112
1136,761,1,1,0,0.0,295.0,1,1904,1922,2,9,10781,1901.0,ClearCr,TwnhsI,Alloca,215136
1137,3762,3,2,0,1.0,479.0,2,1977,1999,8,5,13008,398.0,SawyerW,2FmCon,Family,529457
1138,2149,3,3,1,1.0,620.0,3,1968,1994,2,3,12906,2718.0,Gilbert,1Fam,Abnorml,431133
1139,3846,3,1,0,1.0,16.0,0,2013,2022,6,7,15424,1213.0,StoneBr,1Fam,Abnorml,658126
1140,2927,3,4,0,0.0,220.0,1,1970,1988,9,9,18119,2930.0,NWAmes,TwnhsE,Family,575115
1141,4465,3,2,1,1.0,87.0,0,1961,1964,1,1,6943,341.0,Somerst,TwnhsE,Partial,555190
1142,2023,3,1,1,0.0,630.0,3,1937,1960,2,2,14437,1950.0,Blmngtn,1Fam,AdjLand,400352
1143,4691,3,3,0,0.0,633.0,3,1910,1911,9,2,2085,392.0,Gilbert,1Fam,AdjLand,623105
1144,4300,3,2,1,1.0,89.0,0,2007,2027,1,1,11350,2849.0,NAmes,TwnhsE,AdjLand,513505
1145,1989,4,3,1,1.0,20.0,0,2001,2007,7,7,18126,1822.0,NAmes,2FmCon,AdjLand,383436
1146,2671,3,3,1,1.0,240.0,1,1920,1933,6,2,13435,226.0,SawyerW,Duplx,Partial,403582
1147,2891,4,2,1,0.0,629.0,3,1986,1988,4,4,6452,644.0,Crawfor,2FmCon,Partial,507710
1148,3958,5,3,1,1.0,230.0,1,1944,1964,9,8,12718,1077.0,ClearCr,TwnhsE,Partial,627664
1149,3601,5,2,0,0.0,259.0,1,1953,1967,9,6,8118,38.0,ClearCr,TwnhsE,AdjLand,538137
1150,4334,1,2,1,1.0,274.0,1,2004,2023,4,7,9512,26.0,NAmes,1Fam,Alloca,487036
1151,2164,4,1,1,1.0,426.0,2,2003,2013,1,1,5719,2776.0,Timber,1Fam,AdjLand,462221
1152,2771,2,3,0,1.0,203.0,1,1923,1923,2,9,13058,2943.0,Crawfor,Duplx,Alloca,451365
1153,2438,1,1,0,0.0,63.0,0,1937,1954,2,1,5169,,Gilbert,TwnhsE,Partial,318929
1154,4592,4,3,1,0.0,654.0,3,2001,2021,10,7,9706,2708.0,NoRidge,1Fam,Alloca,800000
1155,1872,1,3,1,1.0,265.0,1,2012,2031,6,6,18876,1965.0,Blmngtn,1Fam,Partial,428592
1156,3142,5,4,1,1.0,245.0,1,1909,1916,7,4,15515,84.0,Timber,TwnhsE,Partial,571191
1157,1040,4,4,1,1.0,477.0,2,2002,2023,3,8,9165,2143.0,Veenker,Duplx,Normal,369039
1158,4326,5,1,0,1.0,,2,1960,1976,9,9,19424,54.0,Blmngtn,1Fam,Abnorml,633874
1159,2228,4,1,0,0.0,75.0,0,1972,1978,8,1,1758,2449.0,NoRidge,TwnhsE,Alloca,560801
1160,2032,5,4,1,1.0,73.0,0,1909,1912,8,9,19257,1100.0,StoneBr,1Fam,Normal,586756
1161,3123,1,2,1,1.0,49.0,0,1983,1992,5,3,8014,423.0,ClearCr,2FmCon,Abnorml,437147
1162,2744,5,1,0,0.0,632.0,3,1983,1983,7,8,16683,775.0,CollgCr,TwnhsE,Alloca,505910
1163,4315,1,2,1,1.0,458.0,2,1981,2002,6,8,19029,2050.0,NridgHt,2FmCon,Family,800000
1164,2891,2,3,0,0.0,663.0,3,1997,1997,4,6,12632,2540.0,Somerst,1Fam,Partial,553575
1165,2826,1,2,0,1.0,457.0,2,2016,2017,6,8,12794,,Veenker,TwnhsI,Partial,503342
1166,972,3,1,1,0.0,252.0,1,2004,2008,4,8,15362,481.0,CollgCr,2FmCon,AdjLand,272123
1167,598,4,3,0,1.0,434.0,2,1991,2000,10,5,5935,2700.0,Veenker,Duplx,Alloca,406809
1168,2293,2,1,1,1.0,413.0,2,2020,2020,8,2,4793,2371.0,NoRidge,TwnhsI,Partial,598949
1169,4991,5,2,1,1.0,242.0,1,1982,2000,8,4,7857,1229.0,Crawfor,TwnhsI,Abnorml,687334
1170,4628,4,1,0,1.0,688.0,3,1982,1985,8,9,10361,1663.0,SawyerW,TwnhsI,Partial,594360
1171,3330,4,3,0,1.0,671.0,3,1966,1990,5,2,15243,2891.0,CollgCr,2FmCon,Abnorml,591438
1172,3338,5,2,1,0.0,675.0,3,1994,2010,10,9,6260,1132.0,Somerst,TwnhsI,Alloca,619804
1173,2261,3,4,0,1.0,,3,1908,1910,3,2,11948,77.0,Crawfor,1Fam,Normal,401452
1174,1298,2,2,0,1.0,292.0,1,1962,1974,6,6,1564,437.0,StoneBr,2FmCon,AdjLand,334267
1175,538,5,1,0,1.0,22.0,0,1952,1956,1,6,2072,1800.0,Timber,1Fam,Normal,211397
1176,2024,3,1,0,,272.0,1,2012,2041,3,2,19384,2993.0,ClearCr,Duplx,Family,439808
1177,1924,4,1,0,1.0,406.0,2,1908,1925,6,5,17230,2219.0,CollgCr,TwnhsI,AdjLand,426067
1178,1362,2,2,0,1.0,,3,1979,2003,5,2,17481,1853.0,Crawfor,TwnhsE,Normal,400750
1179,1666,2,1,0,0.0,202.0,1,1922,1933,10,4,7581,969.0,NAmes,TwnhsI,Family,295356
1180,611,1,2,1,0.0,243.0,1,2008,2012,7,9,11003,,Blmngtn,1Fam,AdjLand,278507
1181,3235,2,3,1,0.0,214.0,1,2004,2011,5,1,13982,115.0,NoRidge,TwnhsE,AdjLand,661096
1182,4673,1,3,0,1.0,638.0,3,1928,1940,5,8,6201,1113.0,Crawfor,TwnhsE,Normal,619536
1183,3608,4,3,0,1.0,13.0,0,2007,2030,7,7,15272,1870.0,CollgCr,Duplx,Abnorml,618461
1184,2516,1,4,0,1.0,203.0,1,1961,1973,8,7,14320,2717.0,NoRidge,1Fam,Alloca,682130
1185,2391,4,3,0,0.0,47.0,0,2019,2046,3,3,9034,2767.0,Somerst,1Fam,Partial,470424
1186,1883,5,3,1,1.0,641.0,3,1989,1999,6,9,9543,2463.0,Mitchel,TwnhsI,AdjLand,417347
1187,1140,4,4,0,,,1,1904,1910,6,3,7186,64.0,Somerst,2FmCon,Family,288946
1188,3193,3,1,0,1.0,34.0,0,1924,1938,1,5,16361,2433.0,ClearCr,TwnhsE,Partial,471020
1189,3049,1,3,0,0.0,240.0,1,1949,1952,10,1,19757,655.0,Timber,TwnhsI,Partial,569748
1190,532,5,2,0,1.0,0.0,0,1925,1945,6,8,19991,1848.0,NridgHt,Duplx,Alloca,375881
1191,2369,1,3,0,0.0,247.0,1,1916,1919,3,7,15770,2839.0,Veenker,2FmCon,Normal,458756
1192,1751,4,4,0,0.0,684.0,3,2020,2039,7,2,7958,2663.0,NWAmes,Duplx,Partial,444155
1193,1266,4,2,0,0.0,413.0,2,2006,2017,7,6,15950,1993.0,NAmes,2FmCon,Family,336192
1194,3663,1,1,1,1.0,614.0,3,1953,1963,10,2,6021,897.0,Blmngtn,1Fam,Abnorml,527688
1195,2866,4,2,1,0.0,478.0,2,1926,1944,1,4,18086,1562.0,SawyerW,TwnhsI,Abnorml,434871
1196,3351,1,2,1,0.0,650.0,3,1922,1943,5,5,6446,2111.0,Blmngtn,2FmCon,Partial,496235
1197,3710,2,4,1,0.0,225.0,1,2012,2039,2,9,8953,1542.0,Blmngtn,TwnhsE,Normal,539044
1198,4918,5,4,1,1.0,,3,1940,1948,6,3,3226,1213.0,ClearCr,TwnhsE,Normal,707372
1199,4112,5,2,1,0.0,32.0,0,1901,1925,6,1,3005,1208.0,NoRidge,Duplx,Abnorml,725836
1200,3291,2,4,0,1.0,260.0,1,1948,1973,5,4,8789,1799.0,ClearCr,Duplx,Family,550735
